% voip-expoo-hhat-results.txt
    0.010000	    0.000519	             4100	          500	 14984733000	  83.248517
    0.001000	    0.000219	             4100	          500	 14629347000	  81.274150
    0.000100	    0.000106	             4100	          500	 14444161000	  80.245339
    0.000010	    0.000044	             4100	          500	 14278721000	  79.326228
% voip-expoo-href-results.txt
    0.010000	    0.000519	             4100	          500	 14984733000	  83.248517
    0.001000	    0.000189	             4100	          500	 14593959000	  81.077550
    0.000100	    0.000081	             4100	          500	 14411845000	  80.065806
    0.000010	    0.000047	             4100	          500	 14198291000	  78.879394
% voip-poo-hhat-results.txt
    0.010000	    0.000402	             4100	          500	 15185263000	  84.362572
    0.001000	    0.000196	             4100	          500	 14867559000	  82.597550
    0.000100	    0.000097	             4100	          500	 14672035000	  81.511306
    0.000010	    0.000062	             4100	          500	 14459495000	  80.330528
% voip-poo-href-results.txt
    0.010000	    0.000402	             4100	          500	 15185263000	  84.362572
    0.001000	    0.000134	             4100	          500	 14724731000	  81.804061
    0.000100	    0.000096	             4100	          500	 14589247000	  81.051372
    0.000010	    0.000076	             4100	          500	 14655237000	  81.417983
