% voip-expoo-hhat-results.txt
    0.010000	    0.003314	             4100	          500	  9281630000	  85.941019
    0.001000	    0.000891	             4100	          500	  8709613000	  80.644565
    0.000100	    0.000479	             4100	          500	  8478582000	  78.505389
    0.000010	    0.000266	             4100	          500	  8378663000	  77.580213
% voip-expoo-href-results.txt
    0.010000	    0.003246	             4100	          500	  9272693000	  85.858269
    0.001000	    0.000988	             4100	          500	  8810219000	  81.576102
    0.000100	    0.000516	             4100	          500	  8514891000	  78.841583
    0.000010	    0.000343	             4100	          500	  8347512000	  77.291778
% voip-poo-hhat-results.txt
    0.010000	    0.005057	             4100	          500	  9570856000	  88.619037
    0.001000	    0.001771	             4100	          500	  9162329000	  84.836380
    0.000100	    0.000644	             4100	          500	  8908173000	  82.483083
    0.000010	    0.000553	             4100	          500	  8804177000	  81.520157
% voip-poo-href-results.txt
    0.010000	    0.004094	             4100	          500	  9536356000	  88.299593
    0.001000	    0.001907	             4100	          500	  9166743000	  84.877250
    0.000100	    0.000599	             4100	          500	  8901469000	  82.421009
    0.000010	    0.000567	             4100	          500	  8752888000	  81.045259
