% voip-expoo-hhat-results.txt
    0.010000	    0.005646	             4100	          500	 12950313000	  89.932729
    0.001000	    0.001751	             4100	          500	 12309235000	  85.480799
    0.000100	    0.000813	             4100	          500	 12010591000	  83.406882
    0.000010	    0.000528	             4100	          500	 11825775000	  82.123437
% voip-expoo-href-results.txt
    0.010000	    0.005085	             4100	          500	 12916295000	  89.696493
    0.001000	    0.001811	             4100	          500	 12320170000	  85.556736
    0.000100	    0.000818	             4100	          500	 12052735000	  83.699549
    0.000010	    0.000519	             4100	          500	 11787848000	  81.860056
% voip-poo-hhat-results.txt
    0.010000	    0.007468	             4100	          500	 13258726000	  92.074486
    0.001000	    0.002409	             4100	          500	 12715845000	  88.304479
    0.000100	    0.001801	             4100	          500	 12495603000	  86.775021
    0.000010	    0.000938	             4100	          500	 12296715000	  85.393854
% voip-poo-href-results.txt
    0.010000	    0.006716	             4100	          500	 13231092000	  91.882583
    0.001000	    0.002826	             4100	          500	 12729880000	  88.401944
    0.000100	    0.001657	             4100	          500	 12476902000	  86.645153
    0.000010	    0.001089	             4100	          500	 12279403000	  85.273632
